Date,Open_NASDAQ,High_NASDAQ,Low_NASDAQ,Close_NASDAQ,Volume_NASDAQ,Dividends_NASDAQ,Stock Splits_NASDAQ,Open_Tesla,High_Tesla,Low_Tesla,Close_Tesla,Volume_Tesla,Dividends_Tesla,Stock Splits_Tesla
2021-01-26,13507.4697265625,13536.2998046875,13440.3203125,13490.1904296875,6781460000,0,0,891.3800048828125,895.9000244140625,871.5999755859375,883.0900268554688,23131600,0,0
2021-01-27,13371.16015625,13393.509765625,13034.1396484375,13112.650390625,11102160000,0,0,870.3499755859375,891.5,858.6599731445312,864.1599731445312,27334000,0,0
2021-01-28,13163.3203125,13401.849609375,13150.099609375,13201.5302734375,9823150000,0,0,820.0,848.0,801.0,835.4299926757812,26378000,0,0
2021-01-29,13124.7001953125,13167.8701171875,12845.4296875,12925.3798828125,7809670000,0,0,830.0,842.4099731445312,780.0999755859375,793.530029296875,34990800,0,0
2021-02-01,13067.650390625,13280.2197265625,12983.099609375,13248.900390625,7014220000,0,0,814.2899780273438,842.0,795.5599975585938,839.8099975585938,25391400,0,0
2021-02-02,13371.3701171875,13501.23046875,13363.759765625,13456.1201171875,7240220000,0,0,844.6799926757812,880.5,842.2000122070312,872.7899780273438,24346200,0,0
2021-02-03,13555.0302734375,13561.4501953125,13400.080078125,13402.3701171875,7465240000,0,0,877.02001953125,878.0800170898438,853.0599975585938,854.6900024414062,18343500,0,0
2021-02-04,13454.849609375,13563.1298828125,13406.4404296875,13560.8896484375,7218680000,0,0,855.0,856.5,833.4199829101562,849.989990234375,15812700,0,0
2021-02-05,13592.76953125,13642.9599609375,13527.8095703125,13603.9599609375,6697720000,0,0,845.0,864.77001953125,838.969970703125,852.22998046875,18566600,0,0
2021-02-08,13672.330078125,13698.41015625,13607.9599609375,13695.01953125,8439940000,0,0,869.6699829101562,877.77001953125,854.75,863.4199829101562,20161700,0,0
2021-02-09,13667.1396484375,13741.7900390625,13664.7001953125,13687.080078125,8658980000,0,0,855.1199951171875,859.7999877929688,841.75,849.4600219726562,15157700,0,0
2021-02-10,13751.419921875,13770.91015625,13531.9296875,13655.26953125,10165550000,0,0,843.6400146484375,844.8200073242188,800.02001953125,804.8200073242188,36216100,0,0
2021-02-11,13723.6298828125,13747.2001953125,13637.1904296875,13734.349609375,10000200000,0,0,812.4400024414062,829.8800048828125,801.72998046875,811.6599731445312,21622800,0,0
2021-02-12,13695.900390625,13816.25,13656.7802734375,13807.7001953125,7352960000,0,0,801.260009765625,817.3300170898438,785.3300170898438,816.1199951171875,23768300,0,0
2021-02-16,13841.0302734375,13879.76953125,13726.7802734375,13773.76953125,7646300000,0,0,818.0,821.0,792.4400024414062,796.219970703125,19802300,0,0
2021-02-17,13636.150390625,13713.1396484375,13552.66015625,13699.7099609375,7227140000,0,0,779.0900268554688,799.8400268554688,762.010009765625,798.1500244140625,25996500,0,0
2021-02-18,13556.009765625,13669.9404296875,13477.169921875,13637.509765625,6454280000,0,0,780.9000244140625,794.6900024414062,776.27001953125,787.3800048828125,17957100,0,0
2021-02-19,13686.23046875,13701.6904296875,13545.4501953125,13580.7802734375,6686060000,0,0,795.0,796.7899780273438,777.3699951171875,781.2999877929688,18958300,0,0
2021-02-22,13414.0400390625,13447.3701171875,13220.76953125,13223.740234375,6435100000,0,0,762.6400146484375,768.5,710.2000122070312,714.5,37269700,0,0
2021-02-23,12982.3603515625,13259.849609375,12758.1201171875,13194.7099609375,7482840000,0,0,662.1300048828125,713.6099853515625,619.0,698.8400268554688,66606900,0,0
2021-02-24,13095.8603515625,13312.4296875,12971.8203125,13302.1904296875,5793430000,0,0,711.8499755859375,745.0,694.1699829101562,742.02001953125,36767000,0,0
2021-02-25,13197.75,13294.5595703125,12773.759765625,12828.3095703125,6335240000,0,0,726.1500244140625,737.2100219726562,670.5800170898438,682.219970703125,39023900,0,0
2021-02-26,12958.9599609375,13090.3603515625,12764.33984375,12909.4404296875,5883880000,0,0,700.0,706.7000122070312,659.510009765625,675.5,41089200,0,0
2021-03-01,13106.01953125,13293.7802734375,13051.7001953125,13282.9501953125,5047710000,0,0,690.1099853515625,719.0,685.0499877929688,718.4299926757812,27136200,0,0
2021-03-02,13297.759765625,13301.6201171875,13052.1201171875,13059.9501953125,4920320000,0,0,718.280029296875,721.1099853515625,685.0,686.4400024414062,23732200,0,0
2021-03-03,13020.099609375,13057.2900390625,12679.8896484375,12683.330078125,5493960000,0,0,687.989990234375,700.7000122070312,651.7100219726562,653.2000122070312,30208000,0,0
2021-03-04,12655.919921875,12799.080078125,12314.16015625,12464.0,7799710000,0,0,655.7999877929688,668.4500122070312,600.0,621.4400024414062,65919500,0,0
2021-03-05,12594.16015625,12700.9599609375,12208.3896484375,12668.509765625,7696900000,0,0,626.0599975585938,627.8400268554688,539.489990234375,597.9500122070312,89396500,0,0
2021-03-08,12629.5595703125,12718.580078125,12287.5703125,12299.080078125,5971260000,0,0,600.5499877929688,620.1300048828125,558.7899780273438,563.0,51787000,0,0
2021-03-09,12635.4501953125,12868.51953125,12592.830078125,12794.490234375,6294910000,0,0,608.1799926757812,678.0900268554688,595.2100219726562,673.5800170898438,67523300,0,0
2021-03-10,12950.25,12979.3798828125,12726.849609375,12752.0703125,5991730000,0,0,700.2999877929688,717.8499755859375,655.0599975585938,668.0599975585938,60605700,0,0
2021-03-11,12960.5302734375,13117.8603515625,12920.009765625,13052.900390625,5956260000,0,0,699.4000244140625,702.5,677.1799926757812,699.5999755859375,36253900,0,0
2021-03-12,12873.3896484375,12943.580078125,12778.1298828125,12937.2900390625,5472340000,0,0,670.0,694.8800048828125,666.1400146484375,693.72998046875,33583800,0,0
2021-03-15,12936.1298828125,13085.009765625,12885.6396484375,13082.5400390625,5933440000,0,0,694.0900268554688,713.1799926757812,684.0399780273438,707.9400024414062,29335600,0,0
2021-03-16,13156.650390625,13297.48046875,13091.7802734375,13152.2802734375,5463770000,0,0,703.3499755859375,707.9199829101562,671.0,676.8800048828125,32195700,0,0
2021-03-17,13024.830078125,13280.2900390625,12950.080078125,13202.3798828125,5465500000,0,0,656.8699951171875,703.72998046875,651.010009765625,701.8099975585938,40372500,0,0
2021-03-18,13006.2900390625,13040.3603515625,12781.5302734375,12789.1396484375,5699900000,0,0,684.2899780273438,689.22998046875,652.0,653.1599731445312,33224800,0,0
2021-03-19,12792.669921875,12906.01953125,12704.0703125,12866.990234375,7591530000,0,0,646.5999755859375,657.22998046875,624.6199951171875,654.8699951171875,42894000,0,0
2021-03-22,12943.1396484375,13167.4599609375,12943.1396484375,13086.509765625,5302770000,0,0,684.5900268554688,699.6199951171875,668.75,670.0,39512200,0,0
2021-03-23,13127.169921875,13180.66015625,12993.5,13017.7900390625,5607860000,0,0,675.77001953125,677.7999877929688,657.510009765625,662.1599731445312,30491900,0,0
2021-03-24,13072.8203125,13077.490234375,12797.849609375,12798.8798828125,6184470000,0,0,667.9099731445312,668.02001953125,630.1099853515625,630.27001953125,33795200,0,0
2021-03-25,12707.580078125,12845.66015625,12627.9296875,12780.509765625,5608640000,0,0,613.0,645.5,609.5,640.3900146484375,39224900,0,0
2021-03-26,12777.26953125,12992.2998046875,12721.66015625,12979.1201171875,5195330000,0,0,641.8699951171875,643.8200073242188,599.8900146484375,618.7100219726562,33852800,0,0
2021-03-29,12950.509765625,13013.4697265625,12836.599609375,12965.740234375,4934000000,0,0,615.6400146484375,616.47998046875,596.02001953125,611.2899780273438,28637000,0,0
2021-03-30,12904.009765625,12929.4599609375,12798.0302734375,12896.5302734375,4685320000,0,0,601.75,637.6599731445312,591.010009765625,635.6199951171875,39432400,0,0
2021-03-31,12970.330078125,13167.0595703125,12966.650390625,13091.4404296875,4980670000,0,0,646.6199951171875,672.0,641.1099853515625,667.9299926757812,33337300,0,0
2021-04-01,13268.8798828125,13333.41015625,13255.8203125,13329.51953125,4553470000,0,0,688.3699951171875,692.4199829101562,659.4199829101562,661.75,35298400,0,0
2021-04-05,13434.0400390625,13623.599609375,13420.8095703125,13598.16015625,4439970000,0,0,707.7100219726562,708.1599731445312,684.7000122070312,691.0499877929688,41842800,0,0
2021-04-06,13567.2001953125,13660.2900390625,13551.599609375,13578.4599609375,4038510000,0,0,690.2999877929688,696.5499877929688,681.3699951171875,691.6199951171875,28271800,0,0
2021-04-07,13553.900390625,13648.7998046875,13532.6298828125,13616.7001953125,4078990000,0,0,687.0,691.3800048828125,667.8400268554688,670.969970703125,26309400,0,0
2021-04-08,13730.73046875,13763.1796875,13703.509765625,13758.509765625,4133640000,0,0,677.3800048828125,689.5499877929688,671.6500244140625,683.7999877929688,23924300,0,0
2021-04-09,13709.669921875,13849.3095703125,13674.919921875,13845.0595703125,3906460000,0,0,677.77001953125,680.969970703125,669.4299926757812,677.02001953125,21437100,0,0
2021-04-12,13792.740234375,13839.3896484375,13747.6298828125,13819.349609375,4230160000,0,0,685.7000122070312,704.7999877929688,682.0900268554688,701.97998046875,29135700,0,0
2021-04-13,13874.580078125,14002.5302734375,13874.580078125,13986.490234375,4200290000,0,0,712.7000122070312,763.0,710.6599731445312,762.3200073242188,44652800,0,0
2021-04-14,13988.8603515625,13990.5400390625,13782.1796875,13803.91015625,4102380000,0,0,770.7000122070312,780.7899780273438,728.030029296875,732.22998046875,49017400,0,0
2021-04-15,13934.8701171875,14040.1103515625,13931.009765625,14026.1904296875,4382620000,0,0,743.0999755859375,743.6900024414062,721.3099975585938,738.8499755859375,27848900,0,0
2021-04-16,14035.9599609375,14050.3798828125,13966.5400390625,14041.91015625,4414640000,0,0,728.6500244140625,749.4099731445312,724.5999755859375,739.780029296875,27979500,0,0
2021-04-19,13970.830078125,14025.6396484375,13835.75,13907.669921875,4349340000,0,0,719.5999755859375,725.4000244140625,691.7999877929688,714.6300048828125,39686200,0,0
2021-04-20,13891.9599609375,13934.8896484375,13730.58984375,13809.2998046875,4229410000,0,0,717.4199829101562,737.25,710.6900024414062,718.989990234375,35609000,0,0
2021-04-21,13768.919921875,13939.7001953125,13717.4404296875,13935.150390625,3967090000,0,0,704.77001953125,744.8400268554688,698.0,744.1199951171875,31215500,0,0
2021-04-22,13920.8798828125,13954.0302734375,13716.759765625,13762.3603515625,4397030000,0,0,741.5,753.77001953125,718.0399780273438,719.6900024414062,35590300,0,0
2021-04-23,13794.490234375,13989.4296875,13789.4501953125,13941.4404296875,4332500000,0,0,719.7999877929688,737.3599853515625,715.4600219726562,729.4000244140625,28370000,0,0
2021-04-26,13954.9404296875,14039.400390625,13919.9296875,14026.16015625,4479480000,0,0,741.0,749.2999877929688,732.6099853515625,738.2000122070312,31038500,0,0
2021-04-27,14048.1298828125,14048.33984375,13931.1796875,13960.2802734375,4665430000,0,0,717.9600219726562,724.0,703.3499755859375,704.739990234375,29437000,0,0
2021-04-28,13953.6103515625,13992.080078125,13895.150390625,13901.6201171875,4532050000,0,0,696.4099731445312,708.5,693.5999755859375,694.4000244140625,22271000,0,0
2021-04-29,14063.9404296875,14073.48046875,13836.099609375,13970.2001953125,4854340000,0,0,699.510009765625,702.25,668.5,677.0,28845400,0,0
2021-04-30,13857.7900390625,13969.2099609375,13838.8203125,13860.759765625,4762770000,0,0,667.5900268554688,715.469970703125,666.1400146484375,709.4400024414062,40758700,0,0
2021-05-03,13923.0400390625,13955.0,13784.66015625,13799.7197265625,4718850000,0,0,703.7999877929688,706.0,680.5,684.9000244140625,27043100,0,0
2021-05-04,13680.6298828125,13705.3798828125,13396.1103515625,13544.669921875,5852850000,0,0,678.9400024414062,683.4500122070312,657.7000122070312,673.5999755859375,29739300,0,0
2021-05-05,13649.1201171875,13676.8603515625,13478.580078125,13503.3701171875,4517100000,0,0,681.0599975585938,685.2999877929688,667.3400268554688,670.9400024414062,21901900,0,0
2021-05-06,13490.9404296875,13617.33984375,13403.4599609375,13613.73046875,5000710000,0,0,680.760009765625,681.02001953125,650.0,663.5399780273438,27784600,0,0
2021-05-07,13715.5595703125,13814.650390625,13669.7802734375,13719.6298828125,4376800000,0,0,665.7999877929688,690.0,660.219970703125,672.3699951171875,23469200,0,0
2021-05-10,13647.73046875,13648.490234375,13358.6201171875,13359.080078125,4795690000,0,0,664.9000244140625,665.0499877929688,627.6099853515625,629.0399780273438,31392400,0,0
2021-05-11,13102.6396484375,13381.66015625,13094.759765625,13351.26953125,4719720000,0,0,599.239990234375,627.0999755859375,595.5999755859375,617.2000122070312,46503900,0,0
2021-05-12,13155.0703125,13236.8896484375,12967.1796875,13001.6298828125,4730740000,0,0,602.489990234375,620.4099731445312,586.77001953125,589.8900146484375,33823600,0,0
2021-05-13,13133.73046875,13226.6396484375,13006.76953125,13109.150390625,4681530000,0,0,601.5399780273438,606.4600219726562,559.6500244140625,571.6900024414062,44184900,0,0
2021-05-14,13238.990234375,13430.0,13220.1904296875,13393.1201171875,4008110000,0,0,583.4099731445312,592.8699951171875,570.4600219726562,589.739990234375,33370900,0,0
2021-05-17,13329.8603515625,13350.1396484375,13196.5703125,13312.91015625,3980630000,0,0,575.5499877929688,589.72998046875,561.2000122070312,576.8300170898438,32390400,0,0
2021-05-18,13352.259765625,13400.51953125,13212.849609375,13217.6796875,4283680000,0,0,568.0,596.25,563.3800048828125,577.8699951171875,36830600,0,0
2021-05-19,12998.5302734375,13243.98046875,12994.349609375,13237.91015625,4314980000,0,0,552.5499877929688,566.2100219726562,546.97998046875,563.4600219726562,39578400,0,0
2021-05-20,13294.58984375,13526.009765625,13293.099609375,13494.08984375,3972730000,0,0,575.0,588.8499755859375,571.0700073242188,586.780029296875,30821100,0,0
2021-05-21,13573.2197265625,13573.83984375,13401.5302734375,13411.740234375,3704590000,0,0,596.1099853515625,596.6799926757812,580.0,580.8800048828125,26030600,0,0
2021-05-24,13504.3896484375,13687.6103515625,13500.1201171875,13641.75,3490650000,0,0,581.5999755859375,614.47998046875,573.6500244140625,606.4400024414062,34558100,0,0
2021-05-25,13701.2998046875,13734.41015625,13614.5400390625,13657.73046875,4084480000,0,0,607.3099975585938,613.989990234375,595.7100219726562,604.6900024414062,28005900,0,0
2021-05-26,13687.7099609375,13726.0595703125,13661.0595703125,13702.740234375,4231140000,0,0,607.5599975585938,626.1699829101562,601.5,619.1300048828125,28639300,0,0
2021-05-27,13686.8603515625,13724.759765625,13652.1298828125,13657.849609375,5057550000,0,0,620.239990234375,631.1300048828125,616.2100219726562,630.8499755859375,26370600,0,0
2021-05-28,13717.0,13765.7998046875,13684.830078125,13686.509765625,4435220000,0,0,628.5,635.5900268554688,622.3800048828125,625.219970703125,22737000,0,0
2021-06-01,13764.26953125,13773.4501953125,13602.1201171875,13654.58984375,4155670000,0,0,627.7999877929688,633.7999877929688,620.5499877929688,623.9000244140625,18084900,0,0
2021-06-02,13655.7099609375,13712.6796875,13610.16015625,13675.7900390625,5059810000,0,0,620.1300048828125,623.3599853515625,599.1400146484375,605.1199951171875,23302800,0,0
2021-06-03,13568.91015625,13608.5400390625,13469.849609375,13529.6796875,5367460000,0,0,601.7999877929688,604.5499877929688,571.219970703125,572.8400268554688,30111900,0,0
2021-06-04,13619.7900390625,13784.76953125,13613.580078125,13770.76953125,4341800000,0,0,579.7100219726562,600.6099853515625,577.2000122070312,599.0499877929688,24036900,0,0
2021-06-07,13744.150390625,13808.419921875,13710.1103515625,13802.8896484375,4602940000,0,0,591.8300170898438,610.0,582.8800048828125,605.1300048828125,22543700,0,0
2021-06-08,13873.4599609375,13913.400390625,13746.419921875,13810.8603515625,5894140000,0,0,623.010009765625,623.0900268554688,595.5,603.5900268554688,26053400,0,0
2021-06-09,13865.509765625,13900.7099609375,13811.0498046875,13814.9404296875,5607720000,0,0,602.1699829101562,611.7899780273438,597.6300048828125,598.780029296875,16584600,0,0
2021-06-10,13834.259765625,13962.98046875,13817.830078125,13960.349609375,4889500000,0,0,603.8800048828125,616.5900268554688,600.5,610.1199951171875,23919600,0,0
2021-06-11,13959.4697265625,13998.650390625,13934.0,13998.2998046875,4140190000,0,0,610.22998046875,612.5599975585938,601.52001953125,609.8900146484375,16205300,0,0
2021-06-14,14002.1396484375,14129.330078125,13963.9404296875,14128.2001953125,4394380000,0,0,612.22998046875,625.489990234375,609.1799926757812,617.6900024414062,20424000,0,0
2021-06-15,14120.8095703125,14126.259765625,14008.9296875,14030.41015625,4517770000,0,0,616.6900024414062,616.7899780273438,598.22998046875,599.3599853515625,17764100,0,0
2021-06-16,14053.1201171875,14100.1103515625,13843.599609375,13983.009765625,4632480000,0,0,597.5399780273438,608.5,593.5,604.8699951171875,22144100,0,0
2021-06-17,13946.7001953125,14205.4296875,13946.51953125,14163.8095703125,4526780000,0,0,601.8900146484375,621.469970703125,601.3400268554688,616.5999755859375,22701400,0,0
2021-06-18,14125.1201171875,14140.6201171875,14024.599609375,14049.580078125,6105960000,0,0,613.3699951171875,628.3499755859375,611.7999877929688,623.3099975585938,24560900,0,0
2021-06-21,14055.0400390625,14150.91015625,13967.8896484375,14137.23046875,4523120000,0,0,624.47998046875,631.3900146484375,608.8800048828125,620.8300170898438,24812700,0,0
2021-06-22,14140.2998046875,14288.490234375,14128.009765625,14270.419921875,4405260000,0,0,618.25,628.5700073242188,615.5,623.7100219726562,19158900,0,0
2021-06-23,14275.08984375,14324.740234375,14247.580078125,14274.240234375,4394600000,0,0,632.0,657.2000122070312,630.0399780273438,656.5700073242188,31099200,0,0
2021-06-24,14358.2998046875,14429.1396484375,14337.650390625,14365.9599609375,4297280000,0,0,674.989990234375,697.6199951171875,667.6099853515625,679.8200073242188,45982400,0,0
2021-06-25,14396.6298828125,14401.7099609375,14324.259765625,14345.1796875,7436800000,0,0,689.5800170898438,693.8099975585938,668.7000122070312,671.8699951171875,32496700,0,0
2021-06-28,14401.6298828125,14530.0703125,14400.58984375,14524.98046875,4235620000,0,0,671.6400146484375,694.7000122070312,670.3200073242188,688.719970703125,21628200,0,0
2021-06-29,14523.6298828125,14575.1904296875,14481.849609375,14572.75,4842860000,0,0,684.6500244140625,687.510009765625,675.8900146484375,680.760009765625,17381300,0,0
2021-06-30,14560.0703125,14582.2998046875,14530.8701171875,14554.7998046875,5264790000,0,0,679.77001953125,692.8099975585938,678.1400146484375,679.7000122070312,18924900,0,0
2021-07-01,14530.6298828125,14576.6396484375,14483.419921875,14560.0498046875,4371620000,0,0,683.9199829101562,687.989990234375,672.7999877929688,677.9199829101562,18634500,0,0
2021-07-02,14633.509765625,14738.1396484375,14626.8203125,14727.6298828125,3731730000,0,0,678.97998046875,700.0,673.260009765625,678.9000244140625,27054500,0,0
2021-07-06,14755.150390625,14797.4501953125,14635.3095703125,14786.3603515625,4464780000,0,0,681.7100219726562,684.0,651.4000244140625,659.5800170898438,23284500,0,0
2021-07-07,14889.759765625,14891.1904296875,14735.75,14810.5400390625,4582030000,0,0,664.27001953125,665.7000122070312,638.3200073242188,644.6500244140625,18792000,0,0
2021-07-08,14577.669921875,14763.669921875,14551.759765625,14722.1396484375,4550600000,0,0,628.3699951171875,654.4299926757812,620.4600219726562,652.8099975585938,22773300,0,0
2021-07-09,14709.3203125,14838.7197265625,14685.5400390625,14826.08984375,3809040000,0,0,653.1799926757812,658.9099731445312,644.6900024414062,656.9500122070312,18140500,0,0
2021-07-12,14878.7099609375,14899.4599609375,14813.7900390625,14877.8896484375,3864500000,0,0,662.2000122070312,687.239990234375,662.1599731445312,685.7000122070312,25927000,0,0
2021-07-13,14871.0400390625,15002.2802734375,14843.7998046875,14874.5400390625,4553380000,0,0,686.3200073242188,693.280029296875,666.2999877929688,668.5399780273438,20966100,0,0
2021-07-14,14984.8603515625,15001.1298828125,14871.73046875,14900.4404296875,4461730000,0,0,670.75,678.6099853515625,652.8400268554688,653.3800048828125,21641200,0,0
2021-07-15,14903.490234375,14907.509765625,14717.5498046875,14794.6904296875,4493540000,0,0,658.3900146484375,666.1400146484375,637.8800048828125,650.5999755859375,20209600,0,0
2021-07-16,14842.080078125,14875.9697265625,14667.099609375,14681.3798828125,4048940000,0,0,654.6799926757812,656.7000122070312,642.2000122070312,644.219970703125,16371000,0,0
2021-07-19,14517.9599609375,14578.9599609375,14455.0703125,14549.08984375,4507040000,0,0,629.8900146484375,647.2000122070312,621.2899780273438,646.219970703125,21297100,0,0
2021-07-20,14601.33984375,14790.599609375,14530.7802734375,14728.2099609375,4618980000,0,0,651.989990234375,662.3900146484375,640.5,660.5,15487100,0,0
2021-07-21,14723.669921875,14843.169921875,14710.1103515625,14842.6298828125,4075150000,0,0,659.6099853515625,664.8599853515625,650.2899780273438,655.2899780273438,13953300,0,0
2021-07-22,14865.4697265625,14941.3798828125,14865.4697265625,14940.169921875,3574560000,0,0,656.4400024414062,662.1699829101562,644.5999755859375,649.260009765625,15105700,0,0
2021-07-23,15004.4296875,15125.83984375,14948.0400390625,15111.7900390625,3959410000,0,0,646.3599853515625,648.7999877929688,637.2999877929688,643.3800048828125,14604900,0,0
2021-07-26,15088.2802734375,15142.349609375,15048.23046875,15125.9501953125,4409960000,0,0,650.969970703125,668.2000122070312,647.1099853515625,657.6199951171875,25336600,0,0
2021-07-27,15103.009765625,15107.740234375,14787.7998046875,14956.9697265625,4300000000,0,0,663.4000244140625,666.5,627.239990234375,644.780029296875,32813300,0,0
2021-07-28,15005.169921875,15078.849609375,14913.5498046875,15018.099609375,4235390000,0,0,647.0,654.969970703125,639.4000244140625,646.97998046875,16006600,0,0
2021-07-29,15015.2998046875,15091.9599609375,15004.419921875,15048.3603515625,3904590000,0,0,649.7899780273438,683.6900024414062,648.7999877929688,677.3499755859375,30394600,0,0
2021-07-30,14882.3896484375,14990.8603515625,14882.3896484375,14959.900390625,3628750000,0,0,671.760009765625,697.530029296875,669.0,687.2000122070312,29600500,0,0
2021-08-02,15046.099609375,15059.8896484375,14945.1298828125,14963.6201171875,3738200000,0,0,700.0,726.9400024414062,698.4000244140625,709.6699829101562,33615800,0,0
2021-08-03,14997.2001953125,15063.66015625,14864.5302734375,15061.419921875,4117520000,0,0,719.0,722.6500244140625,701.010009765625,709.739990234375,21620300,0,0
2021-08-04,15059.16015625,15117.3798828125,15017.1396484375,15083.3896484375,4319400000,0,0,711.0,724.9000244140625,708.9299926757812,710.9199829101562,17002600,0,0
2021-08-05,15105.400390625,15184.26953125,15083.83984375,15181.6396484375,4087320000,0,0,716.0,720.9500122070312,711.4099731445312,714.6300048828125,12919600,0,0
2021-08-06,15125.740234375,15162.33984375,15063.01953125,15109.3603515625,4159050000,0,0,711.9000244140625,716.3300170898438,697.6300048828125,699.0999755859375,15576200,0,0
2021-08-09,15136.1396484375,15154.6796875,15081.75,15133.1103515625,4095760000,0,0,710.1699829101562,719.030029296875,705.1300048828125,713.760009765625,14715300,0,0
2021-08-10,15157.3701171875,15169.4501953125,15010.16015625,15053.580078125,3978790000,0,0,713.989990234375,716.5900268554688,701.8800048828125,709.989990234375,13432300,0,0
2021-08-11,15101.8203125,15127.7802734375,14972.599609375,15027.759765625,3980530000,0,0,712.7100219726562,715.1799926757812,704.2100219726562,707.8200073242188,9800600,0,0
2021-08-12,15012.599609375,15097.91015625,14956.25,15088.98046875,4020260000,0,0,706.3400268554688,722.7999877929688,699.4000244140625,722.25,17459100,0,0
2021-08-13,15101.83984375,15150.48046875,15079.2998046875,15136.6796875,4038130000,0,0,723.7100219726562,729.9000244140625,714.3400268554688,717.1699829101562,16698900,0,0
2021-08-16,15090.0498046875,15142.0302734375,14931.150390625,15140.76953125,3953840000,0,0,705.0700073242188,709.5,676.4000244140625,686.1699829101562,22677400,0,0
2021-08-17,15018.9404296875,15062.7001953125,14906.2197265625,15002.830078125,4151190000,0,0,672.6599731445312,674.5800170898438,648.8400268554688,665.7100219726562,23721300,0,0
2021-08-18,14975.01953125,15039.900390625,14846.509765625,14857.919921875,3814120000,0,0,669.75,695.77001953125,669.3499755859375,688.989990234375,20349400,0,0
2021-08-19,14773.1904296875,15000.1904296875,14773.1904296875,14933.9404296875,4172870000,0,0,678.2100219726562,686.5499877929688,667.5900268554688,673.469970703125,14313500,0,0
2021-08-20,14974.0595703125,15103.9404296875,14968.8701171875,15092.5703125,3864780000,0,0,682.8499755859375,692.1300048828125,673.7000122070312,680.260009765625,14781800,0,0
2021-08-23,15140.1396484375,15341.4697265625,15140.1396484375,15312.8203125,3893990000,0,0,685.4400024414062,712.1300048828125,680.75,706.2999877929688,20264900,0,0
2021-08-24,15338.919921875,15384.419921875,15319.5498046875,15357.6796875,3792870000,0,0,710.6799926757812,715.219970703125,702.6400146484375,708.489990234375,13083100,0,0
2021-08-25,15384.830078125,15404.3603515625,15341.919921875,15368.919921875,3629990000,0,0,707.030029296875,716.969970703125,704.0,711.2000122070312,12645600,0,0
2021-08-26,15348.98046875,15369.2802734375,15265.23046875,15278.51953125,3610970000,0,0,708.3099975585938,715.4000244140625,697.6199951171875,701.1599731445312,13214300,0,0
2021-08-27,15305.75,15447.0302734375,15292.740234375,15432.9501953125,4006310000,0,0,705.0,715.0,702.0999755859375,711.9199829101562,13762100,0,0
2021-08-30,15460.9296875,15620.6201171875,15459.740234375,15605.08984375,4034110000,0,0,714.719970703125,731.0,712.72998046875,730.9099731445312,18604200,0,0
